nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
"Gereja Katolik Paroki St. Yusuf, Cirebon",Gereja Katolik,"Jl. Yos Sudarso No.20, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",Buka 24 jam,"4,8",598,,Ada,Tersedia,-6.7217318,108.5721279,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Santa Maria In Montana, Capar",Gereja Katolik,"Sidawangi, Kec. Sumber, Kabupaten Cirebon, Jawa Barat 45611",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.7836906,108.4749062,Aksesibilitas Tersedia,[]
Taman Doa Maria Penolong Abadi,Tempat Ziarah,"Jl. Yos Sudarso No.20, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",06.00 hingga 21.00,"5,0",269,,Ada,Tersedia,-6.7216778,108.5718595,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Taman Budaya Hati Tersuci,Tempat Ziarah,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45143",05.00 hingga 21.00,"4,0",3,,Tidak Ada ,Tersedia,-6.7388529,108.5603705,Aksesibilitas Tersedia,[]
Amal Penguburan Katolik,Gereja,"Jl. Yos Sudarso No.20, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",Buka 24 jam,,,"
0852-1254-0981",Ada,Tidak Tersedia,-6.7217359,108.5718177,Aksesibilitas Tersedia,[]
Rumah Mulia Cirebon - Paroki Bunda Maria Cirebon,Rumah Duka,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",Buka 24 jam,"4,9",57,,Ada,Tersedia,-6.7386904,108.5605501,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Gembala Yang Baik, Jamblang",Gereja Katolik,"7FR2+G4G, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",Tutup,"4,5",13,,Tidak Ada ,Tidak Tersedia,-6.7086906,108.450327,Aksesibilitas Tersedia,[]
GPdI Alfa Omega Jamblang,Gereja Pantekosta,"Jl. Otto Iskandardinata No.63, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",Buka 24 jam,"4,3",22,,Ada,Tersedia,-6.7075767,108.4489731,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GKPS PERSIAPAN CIREBON,Gereja Protestan,"Jl. Perum Citraland Boulevard No.5, Pamengkang, Kec. Mundu, Kota Cirebon, Jawa Barat 45144",08.00 hingga 13.00,"5,0",1,,Tidak Ada ,Tersedia,-6.7569913,108.5610347,Aksesibilitas Tersedia,[]
GKI Pamitran,Gereja Kristen,"Jl. Kromong Jl. Pamitran No.1, Kejaksan, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45134",,"4,7",33,"
(0231) 232335",Ada,Tersedia,-6.7137018,108.5595398,Aksesibilitas Tersedia,[]
GKP Bethel Cirebon,Gereja,"Jl. Yos Sudarso No.10, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",08.00 hingga 16.00,"4,7",37,"
(0231) 207081",Ada,Tidak Tersedia,-6.7202026,108.571555,Aksesibilitas Tersedia,[]
"GPIB Jemaat ""GETSEMANI"" di Cirebon",Gereja Protestan,"7GGW+QPV, Jl. Pembangunan VI, Pekiringan, Kec. Kedawung, Kota Cirebon, Jawa Barat 45153",,"4,7",50,"
(0231) 231143",Ada,Tersedia,-6.7230025,108.546812,Aksesibilitas Tersedia,[]
GMS Cirebon,Gereja,"Jl. Kalijaga No.72, Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45113",Tutup,"4,9",130,,Ada,Tersedia,-6.7345453,108.579284,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
IFGF Cirebon,Gereja,"Surya Toserba Cirebon, Jl. Karanggetas No.23 Lantai 5, Panjunan, Lemahwungkuk, Cirebon City, West Java 45118",08.30 hingga 16.00,"4,3",6,,Ada,Tersedia,-6.714199,108.5626794,Aksesibilitas Tersedia,[]
HKBP Resort Cirebon,Gereja Lutheran,"7GRX+7W2, Sukapura, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45122",Tutup,"4,7",70,,Ada,Tersedia,-6.7093594,108.5497757,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GSPDI Filadelfia Ahmad Yani Cirebon,Gereja Pantekosta,"Jl. Ahmad Yani No.31, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",Tutup,"4,8",22,,Tidak Ada ,Tersedia,-6.740573,108.5540528,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GPdI Jemaat Trifina,Gereja,"Jl. Talang No.7, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,8",15,"
(0231) 205709",Ada,Tersedia,-6.7207582,108.5697649,Aksesibilitas Tersedia,[]
GSPDI Filadelfia Kenduruan Cirebon,Gereja Pantekosta,"Jl. Kenduruan No.92, Panjunan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45112",,"4,9",185,,Ada,Tersedia,-6.7169189,108.5690098,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar']"
Church in Cirebon,Gereja Kristus,"Ruko Citraland, Jl. Perum Citraland Blk. C No.1, Pamengkang, Kec. Mundu, Kota Cirebon, Jawa Barat 45173",,,,,Tidak Ada ,Tidak Tersedia,-6.756965,108.5609015,Aksesibilitas Tersedia,[]
Gereja Katolik Bunda Maria Cirebon,Gereja Katolik,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",04.30 hingga 21.00,"4,9",445,,Ada,Tersedia,-6.7379297,108.5602821,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Santa Maria In Montana, Capar",Gereja Katolik,"Sidawangi, Kec. Sumber, Kabupaten Cirebon, Jawa Barat 45611",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.7836906,108.4749062,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki St. Yusuf, Cirebon",Gereja Katolik,"Jl. Yos Sudarso No.20, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",Buka 24 jam,"4,8",598,,Ada,Tersedia,-6.7217318,108.5721279,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Isa Almasih Jemaat Cirebon,Gereja Kristus,"Jl. Karang Kencana No.38, Panjunan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45112",Buka 24 jam,"4,8",21,,Ada,Tersedia,-6.7143069,108.5649339,Aksesibilitas Tersedia,[]
Gereja Kristen Immanuel Jemaat Saron,Gereja Kristen,"Jl. Kalibaru Utara No.28, Kejaksan, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45123",Tutup,"4,9",22,,Ada,Tersedia,-6.7118486,108.5637058,Aksesibilitas Tersedia,[]
GKI Pengampon,Gereja Kristen,"Jl. Pengampon No.31, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,9",63,"
(0231) 204815",Ada,Tersedia,-6.7226437,108.5703951,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Baptis Indonesia Baitlahim Cirebon,Gereja Baptis,"Jl. Ratu Mas Gandasari No.109, Pekalipan, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45117",,"4,5",13,"
(0231) 204315",Ada,Tersedia,-6.7223993,108.5605039,Aksesibilitas Tersedia,[]
Gereja Pantekosta,Gereja Pantekosta,"Endah B4, Ruko, Pulasaren, Pekalipan, Cirebon City, West Java 45116",Tutup,"4,8",59,,Ada,Tersedia,-6.7255753,108.5634305,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GEREJA KRISTEN TIRTAYASA (GKT) CSB MALL,Gereja Pantekosta,"Jl. DR. Cipto Mangunkusumo No.26, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131",,,,,Tidak Ada ,Tidak Tersedia,-6.7179448,108.5501886,Aksesibilitas Tersedia,[]
Gereja Bethel Indonesia (GBI) Kalvari,Gereja,"Jl. Yos Sudarso No.44, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",Tutup,"4,8",212,,Ada,Tersedia,-6.7230941,108.5727364,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Taman Tuhan Gratia,Tempat Ibadah,"Jl. DR. Sudarsono No.32, Kesambi, Kec. Kesambi, Kota Cirebon, Jawa Barat 45134",09.00 hingga 20.00,"5,0",42,,Ada,Tersedia,-6.7285782,108.5535996,Aksesibilitas Tersedia,[]
"Gereja Katolik Gembala Yang Baik, Jamblang",Gereja Katolik,"7FR2+G4G, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",Tutup,"4,5",13,,Tidak Ada ,Tidak Tersedia,-6.7086906,108.450327,Aksesibilitas Tersedia,[]
GKDI CIREBON,Gereja Kristen,"Jl. Pegambiran Residence Cluster Oasis Blok A7 No. 6, Penggambiran No.Kec, Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45113",Buka 24 jam,"5,0",59,"
0821-3086-0235",Ada,Tidak Tersedia,-6.7342386,108.5666737,Aksesibilitas Tersedia,[]
Gereja Bethany Cirebon,Gereja Kristus,"Jl. Lemahwungkuk No.132, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,9",17,"
0819-0999-5962",Ada,Tersedia,-6.7232215,108.5692887,Aksesibilitas Tersedia,[]
Gereja Bethel Tabernakel,Gereja,"7HGF+9C2, Jl. Yos Sudarso, cangkol tengah, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"5,0",11,,Tidak Ada ,Tersedia,-6.724121,108.5735124,Aksesibilitas Tersedia,[]
Gereja Isa Almasih Jemaat Jamblang,Gereja Kristen,"7CRX+RQG, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",,"4,9",7,"
(0231) 202054",Ada,Tersedia,-6.7079441,108.449461,Aksesibilitas Tersedia,[]
Gereja GPPS Cirebon,Gereja Pantekosta,"Jl. Kesambi No.2, Pekalipan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45117",,"4,8",5,"
0896-6103-4869",Ada,Tersedia,-6.724951,108.5608892,Aksesibilitas Tersedia,[]
GKI Rahmani,Gereja Kristen,"Jl. Pengampon No.24, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,8",9,"
(0231) 203632",Ada,Tersedia,-6.7225558,108.5696478,Aksesibilitas Tersedia,[]
Gereja GKPB Fajar Keagungan MDC,Gereja Kristen,"7HH6+95R, Pekalangan, Pekalipan, Pekalangan, Cirebon, Kota Cirebon, Jawa Barat 45118",,"4,9",27,"
(0231) 209501",Ada,Tersedia,-6.7215014,108.5603893,Aksesibilitas Tersedia,[]
"GEREJA KRISTEN TIRTAYASA (GKT) JEMAAT KEDAWUNG, CIREBON",Gereja,"7G99+6H4, Jl. Mahoni Raya Gsp, Karyamulya, Kec. Kesambi, Kota Cirebon, Jawa Barat 45135",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.7320568,108.5189665,Aksesibilitas Tersedia,[]
Pentecostal Hall,Gereja Pantekosta,"Jl. DR. Cipto Mangunkusumo No.2 Lantai 2, Sunyaragi, Kec. Kesambi, Kota Cirebon, Jawa Barat 45132",,,,,Tidak Ada ,Tidak Tersedia,-6.7179433,108.550086,Aksesibilitas Tersedia,[]
GPdI Alfa Omega Jamblang,Gereja Pantekosta,"Jl. Otto Iskandardinata No.63, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",Buka 24 jam,"4,3",22,,Ada,Tersedia,-6.7075767,108.4489731,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GSRI CIREBON,Gereja,"7H28+4QG, Jl. Rajungan, Larangan, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45141",00.00 hingga 12.00,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.7499454,108.5674964,Aksesibilitas Tersedia,[]
GSPDI Filadelfia Jamblang,Gereja,"Jl. Raya Plumbon - Palimanan No.26, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",,"4,2",5,,Tidak Ada ,Tidak Tersedia,-6.7068771,108.4523733,Aksesibilitas Tersedia,[]
GKPS PERSIAPAN CIREBON,Gereja Protestan,"Jl. Perum Citraland Boulevard No.5, Pamengkang, Kec. Mundu, Kota Cirebon, Jawa Barat 45144",08.00 hingga 13.00,"5,0",1,,Tidak Ada ,Tersedia,-6.7569913,108.5610347,Aksesibilitas Tersedia,[]
GKI Pamitran,Gereja Kristen,"Jl. Kromong Jl. Pamitran No.1, Kejaksan, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45134",,"4,7",33,"
(0231) 232335",Ada,Tersedia,-6.7137018,108.5595398,Aksesibilitas Tersedia,[]
Taman Doa Regina Rosari,Tempat Ziarah,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",08.00 hingga 00.00,"4,8",1,,Ada,Tersedia,-6.7385994,108.5604379,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Sekretariat GBI Pekiringan Cirebon,Gereja,"Jl. Pekiringan No.159, Pekalipan, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45117",Tutup,"5,0",2,,Ada,Tersedia,-6.7214377,108.5613663,Aksesibilitas Tersedia,[]
GESBA,Gereja,"Jl. Ahmad Yani No.44, Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45113",,,,,Tidak Ada ,Tidak Tersedia,-6.742352,108.5714878,Aksesibilitas Tersedia,[]
toko Rohani Immanuel Bunda Maria Cirebon,Gereja,"7H65+XJF, Jl. Dukuh Semar, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",,"4,0",5,,Tidak Ada ,Tidak Tersedia,-6.7375715,108.5590564,Aksesibilitas Tersedia,[]
Gereja bethel,Gereja,"7GCX+XRF, Sunyaragi, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131",,,,,Tidak Ada ,Tidak Tersedia,-6.7275552,108.5495419,Aksesibilitas Tersedia,[]
GKP Bethel Cirebon,Gereja,"Jl. Yos Sudarso No.10, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",08.00 hingga 16.00,"4,7",37,"
(0231) 207081",Ada,Tidak Tersedia,-6.7202026,108.571555,Aksesibilitas Tersedia,[]
"GPIB Jemaat ""GETSEMANI"" di Cirebon",Gereja Protestan,"7GGW+QPV, Jl. Pembangunan VI, Pekiringan, Kec. Kedawung, Kota Cirebon, Jawa Barat 45153",,"4,7",50,"
(0231) 231143",Ada,Tersedia,-6.7230025,108.546812,Aksesibilitas Tersedia,[]
Taman Budaya Hati Tersuci,Tempat Ziarah,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45143",05.00 hingga 21.00,"4,0",3,,Tidak Ada ,Tersedia,-6.7388529,108.5603705,Aksesibilitas Tersedia,[]
Parkiran Paroki Bunda Maria Cirebon,Gereja,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45143",05.00 hingga 23.00,,,,Tidak Ada ,Tidak Tersedia,-6.7386062,108.5605689,Aksesibilitas Tersedia,[]
GPdI El-Shaddai Cirebon,Gereja,"7GRX+MM8, Garuda, Sukapura, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45153",Tutup,"5,0",1,,Tidak Ada ,Tersedia,-6.7082373,108.5494085,Aksesibilitas Tersedia,[]
Church in Cirebon,Gereja Kristus,"Ruko Citraland, Jl. Perum Citraland Blk. C No.1, Pamengkang, Kec. Mundu, Kota Cirebon, Jawa Barat 45173",,,,,Tidak Ada ,Tidak Tersedia,-6.756965,108.5609015,Aksesibilitas Tersedia,[]
GMS Cirebon,Gereja,"Jl. Kalijaga No.72, Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45113",Tutup,"4,9",130,,Ada,Tersedia,-6.7345453,108.579284,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
IFGF Cirebon,Gereja,"Surya Toserba Cirebon, Jl. Karanggetas No.23 Lantai 5, Panjunan, Lemahwungkuk, Cirebon City, West Java 45118",08.30 hingga 16.00,"4,3",6,,Ada,Tersedia,-6.714199,108.5626794,Aksesibilitas Tersedia,[]
HKBP Resort Cirebon,Gereja Lutheran,"7GRX+7W2, Sukapura, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45122",Tutup,"4,7",70,,Ada,Tersedia,-6.7093594,108.5497757,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GSPDI Filadelfia Ahmad Yani Cirebon,Gereja Pantekosta,"Jl. Ahmad Yani No.31, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",Tutup,"4,8",22,,Tidak Ada ,Tersedia,-6.740573,108.5540528,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GSPDI Filadelfia Kenduruan Cirebon,Gereja Pantekosta,"Jl. Kenduruan No.92, Panjunan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45112",,"4,9",185,,Ada,Tersedia,-6.7169189,108.5690098,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar']"
GPdI Jemaat Trifina,Gereja,"Jl. Talang No.7, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,8",15,"
(0231) 205709",Ada,Tersedia,-6.7207582,108.5697649,Aksesibilitas Tersedia,[]
GBI PPL Tuparev Cirebon,Gereja,"Jl. Tuparev No.20b, Sutawinangun, Kec. Kedawung, Kabupaten Cirebon, Jawa Barat 45153",Tutup,"4,9",17,,Ada,Tersedia,-6.7114642,108.545802,Aksesibilitas Tersedia,[]
GPDI Cirebon Super Block Mall,Gereja,"Jl. DR. Cipto Mangunkusumo No.26, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131",14.00 hingga 18.00,,,,Tidak Ada ,Tidak Tersedia,-6.7179448,108.5501619,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Katolik Bunda Maria Cirebon,Gereja Katolik,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",04.30 hingga 21.00,"4,9",445,,Ada,Tersedia,-6.7379297,108.5602821,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Santa Maria In Montana, Capar",Gereja Katolik,"Sidawangi, Kec. Sumber, Kabupaten Cirebon, Jawa Barat 45611",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.7836906,108.4749062,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki St. Yusuf, Cirebon",Gereja Katolik,"Jl. Yos Sudarso No.20, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",Buka 24 jam,"4,8",598,,Ada,Tersedia,-6.7217318,108.5721279,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Isa Almasih Jemaat Cirebon,Gereja Kristus,"Jl. Karang Kencana No.38, Panjunan, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45112",Buka 24 jam,"4,8",21,,Ada,Tersedia,-6.7143069,108.5649339,Aksesibilitas Tersedia,[]
Pastori GKI Pengampon,Gereja,"Jl. Sasana Budaya No.H17, Sutawinangun, Kec. Kedawung, Kota Cirebon, Jawa Barat",,"5,0",2,,Tidak Ada ,Tersedia,-6.7198512,108.5476463,Aksesibilitas Tersedia,[]
GKI Pengampon Bajem Jamblang,Gereja,"7FR2+R6R, Jl. Raya Jamblang, Kasugengan Lor, Kec. Depok, Kabupaten Cirebon, Jawa Barat 45155",,"5,0",2,"
(0231) 341449",Ada,Tidak Tersedia,-6.7078927,108.4505015,Aksesibilitas Tersedia,[]
Rumah h.sarman.spd,Gereja,"8C49+G8G, Kempek, Kec. Gempol, Kabupaten Cirebon, Jawa Barat 45161",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.6936892,108.4182706,Aksesibilitas Tersedia,[]
Gereja Kristen Immanuel Jemaat Saron,Gereja Kristen,"Jl. Kalibaru Utara No.28, Kejaksan, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45123",Tutup,"4,9",22,,Ada,Tersedia,-6.7118486,108.5637058,Aksesibilitas Tersedia,[]
GBI Doulos Cirebon,Gereja,"Jl. Siliwangi No.88, Kebonbaru, Kec. Kejaksan, Kota Cirebon, Jawa Barat 45121",,,,,Tidak Ada ,Tersedia,-6.7076781,108.5584639,Aksesibilitas Tersedia,[]
GKI Pengampon,Gereja Kristen,"Jl. Pengampon No.31, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,9",63,"
(0231) 204815",Ada,Tersedia,-6.7226437,108.5703951,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Baptis Indonesia Baitlahim Cirebon,Gereja Baptis,"Jl. Ratu Mas Gandasari No.109, Pekalipan, Kec. Pekalipan, Kota Cirebon, Jawa Barat 45117",,"4,5",13,"
(0231) 204315",Ada,Tersedia,-6.7223993,108.5605039,Aksesibilitas Tersedia,[]
Gereja Pantekosta,Gereja Pantekosta,"Endah B4, Ruko, Pulasaren, Pekalipan, Cirebon City, West Java 45116",Tutup,"4,8",59,,Ada,Tersedia,-6.7255753,108.5634305,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GPdI Empakuq,Gereja,"Pembangunan No.RT.01, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat",Buka 24 jam,,,,Tidak Ada ,Tidak Tersedia,-6.7242296,108.5493434,Aksesibilitas Tersedia,[]
Gereja Ecclesia PD ECCLESIA /JKI ANUGRAH SION,Gereja,"Jl. DR. Sudarsono No.32, Kesambi, Kec. Kesambi, Kota Cirebon, Jawa Barat 45134",,"4,4",10,,Tidak Ada ,Tersedia,-6.7284382,108.5531094,Aksesibilitas Tersedia,[]
GEREJA KRISTEN TIRTAYASA (GKT) CSB MALL,Gereja Pantekosta,"Jl. DR. Cipto Mangunkusumo No.26, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131",,,,,Tidak Ada ,Tidak Tersedia,-6.7179448,108.5501886,Aksesibilitas Tersedia,[]
Gereja Bethel Indonesia (GBI) Kalvari,Gereja,"Jl. Yos Sudarso No.44, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",Tutup,"4,8",212,,Ada,Tersedia,-6.7230941,108.5727364,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Rumah Mulia Cirebon - Paroki Bunda Maria Cirebon,Rumah Duka,"Jl. Dukuh Semar No.34, Kecapi, Kec. Harjamukti, Kota Cirebon, Jawa Barat 45142",Buka 24 jam,"4,9",57,,Ada,Tersedia,-6.7386904,108.5605501,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Taman Tuhan Gratia,Tempat Ibadah,"Jl. DR. Sudarsono No.32, Kesambi, Kec. Kesambi, Kota Cirebon, Jawa Barat 45134",09.00 hingga 20.00,"5,0",42,,Ada,Tersedia,-6.7285782,108.5535996,Aksesibilitas Tersedia,[]
"Gereja Katolik Gembala Yang Baik, Jamblang",Gereja Katolik,"7FR2+G4G, Jamblang, Kec. Jamblang, Kabupaten Cirebon, Jawa Barat 45156",Tutup,"4,5",13,,Tidak Ada ,Tidak Tersedia,-6.7086906,108.450327,Aksesibilitas Tersedia,[]
GKDI CIREBON,Gereja Kristen,"Jl. Pegambiran Residence Cluster Oasis Blok A7 No. 6, Penggambiran No.Kec, Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45113",Buka 24 jam,"5,0",59,"
0821-3086-0235",Ada,Tidak Tersedia,-6.7342386,108.5666737,Aksesibilitas Tersedia,[]
Gereja Bethany Cirebon,Gereja Kristus,"Jl. Lemahwungkuk No.132, Lemahwungkuk, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"4,9",17,"
0819-0999-5962",Ada,Tersedia,-6.7232215,108.5692887,Aksesibilitas Tersedia,[]
Gereja Bethel Tabernakel,Gereja,"7HGF+9C2, Jl. Yos Sudarso, cangkol tengah, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45111",,"5,0",11,,Tidak Ada ,Tersedia,-6.724121,108.5735124,Aksesibilitas Tersedia,[]
GSKI CROSS,Gereja,"Ruko Oasis Pegambiran, Jl. Pangeran Drajat No.11 Residen A1, Pegambiran, Kec. Lemahwungkuk, Kota Cirebon, Jawa Barat 45113",17.00 hingga 21.00,"5,0",3,,Ada,Tersedia,-6.7332959,108.5657963,Aksesibilitas Tersedia,[]
